publish_date,Link,source_name
2023-10-19 00:00:00+00:00,https://tamil.factcrescendo.com/egypt-not-built-36-ft-high-fence-to-stop-palestine-muslims/,Factcrescendo
2023-10-19 00:00:00+00:00,https://tamil.factcrescendo.com/misleading-shared-that-palestinians-use-indian-flag-to-escape-from-israeli-attack/,Factcrescendo
2023-10-17 00:00:00+00:00,https://tamil.factcrescendo.com/2015-dated-syria-video-shared-as-hamas-seized-the-israel-headquarters/,Factcrescendo
2023-10-19 00:00:00+00:00,https://factly.in/an-old-horrific-isis-video-of-two-men-being-burnt-is-falsely-circulated-as-hamas-brutality/,FACTLY
2023-10-19 00:00:00+00:00,https://factly.in/visuals-of-buildings-demolished-in-china-are-falsely-shared-as-israeli-attack-on-gaza/,FACTLY
2023-10-19 00:00:00+00:00,https://dpa-factchecking.com/germany/230731-99-629244,dpa
2023-10-19 00:00:00+00:00,https://www.univision.com/noticias/video-palestinos-cuerpo-nino-victima-ataque-israel-falso,El Detector / Univision Noticias
2023-10-19 00:00:00+00:00,https://dpa-factchecking.com/germany/231019-99-621897,dpa
2023-10-19 00:00:00+00:00,https://dpa-factchecking.com/belgium/231017-99-597501,dpa
2023-10-19 00:00:00+00:00,https://www.correiobraziliense.com.br/holofote/2023/10/5135555-lula-depositou-flores-no-museu-do-holocausto-ao-contrario-do-que-alega-video.html,Correio Braziliense
2023-10-19 00:00:00+00:00,https://en.youturn.in/factcheck/viral-claim-that-indira-gandhi-government-shot-dead-5000-sadhus-in-front-of-the-parliament-in-1966-is-false.html,Youturn
2023-10-19 00:00:00+00:00,https://www.logicallyfacts.com/en/fact-check/false-no-idf-s-arabic-facebook-account-did-not-state-israel-bombed-gaza-hospital,Logically
2023-10-19 00:00:00+00:00,https://youturn.in/factcheck/israel-attack-palestine-people-indian-flag.html,Youturn
2023-10-19 00:00:00+00:00,https://www.logicallyfacts.com/en/fact-check/misleading-2021-video-of-u-n-g-a-session-shared-as-israel-being-summoned-for-human-rights-violations,Logically
2023-10-19 00:00:00+00:00,https://www.herjoo.co.za/10-crucial-questions-to-help-you-dominate-google-ads/,Herjoo Online Solutions
2023-10-19 00:00:00+00:00,https://en.youturn.in/factcheck/old-protest-telegraph-video-clip-and-recent-abc-news-report-video-are-stitched.html,Youturn
2023-10-19 00:00:00+00:00,https://dpa-factchecking.com/belgium/231016-99-583540,dpa
2023-10-19 00:00:00+00:00,https://dpa-factchecking.com/belgium/231017-99-597539,dpa
2023-10-19 00:00:00+00:00,https://en.youturn.in/factcheck/the-gaza-hospital-bomb-video-is-old-and-also-earlier-used-by-israel-in-2022-with-similar-claims.html,Youturn
2023-10-19 00:00:00+00:00,https://verafiles.org/articles/vera-files-fact-check-icc-has-not-summoned-duterte,Vera Files
2023-10-18 00:00:00+00:00,https://factnameh.com/fa/fact-checks/2023-10-18-alahli-hospital,factnameh
2023-10-19 00:00:00+00:00,https://youturn.in/factcheck/isis-made-female-captive-eat-her-son-shared-hamas.html,Youturn
2023-10-19 00:00:00+00:00,https://www.logicallyfacts.com/en/fact-check/false-video-shows-palestinian-man-carrying-the-body-of-a-child-not-a-doll,Logically
2023-10-19 00:00:00+00:00,https://verafiles.org/articles/vera-files-fact-check-video-using-liza-ramoso-ong-health-vlog-to-promote-ear-drops-fake,Vera Files
2023-10-18 00:00:00+00:00,https://www.logicallyfacts.com/en/fact-check/false-video-doesn-t-show-palestinians-waving-indian-flags-to-evade-israeli-forces,Logically
2023-10-16 00:00:00+00:00,https://www.logicallyfacts.com/en/fact-check/false-reports-do-not-state-that-explosions-caused-the-evacuations-of-polling-stations-in-warsaw,Logically
2023-10-18 00:00:00+00:00,https://factly.in/unrelated-visuals-are-shared-as-palestinians-faking-injuries-and-death-amid-the-ongoing-israel-palestine-conflict/,FACTLY
2023-10-18 00:00:00+00:00,https://factly.in/2016-video-of-cristiano-ronaldos-special-message-to-syrian-children-linked-to-the-ongoing-conflict-between-israel-and-palestine/,FACTLY
2023-10-18 00:00:00+00:00,https://factly.in/telugu-saudi-prince-mohammed-bin-salman-did-make-us-secretary-of-state-antony-blinken-wait-for-hours-but-had-a-meeting-with-him-on-the-next-day/,FACTLY
2023-10-18 00:00:00+00:00,https://www.logicallyfacts.com/en/fact-check/false-no-this-video-doesn-t-show-a-hamas-missile-hitting-the-hospital-in-gaza,Logically
2023-10-09 00:00:00+00:00,https://falso.ly/2023/10/09/%D9%85%D8%A7-%D8%AD%D9%82%D9%8A%D9%82%D8%A9-%D8%AA%D8%B5%D8%B1%D9%8A%D8%AD%D8%A7%D8%AA-%D8%A7%D9%84%D8%AF%D8%A8%D9%8A%D8%A8%D8%A9-%D8%AD%D9%88%D9%84-%D8%A7%D9%84%D8%A7%D8%AD%D8%AF%D8%A7%D8%AB-%D9%81/,Falso
2023-10-18 00:00:00+00:00,https://falso.ly/2023/10/18/qatars-natural-gas-supplies/,falso
2023-10-18 00:00:00+00:00,https://www.univision.com/noticias/hospital-gaza-video-misil-giro-explosion-falso,El Detector / Univision Noticias
2023-10-18 00:00:00+00:00,https://www.herjoo.co.za/google-reveals-shocking-changes-to-attribution-models-prepare-yourself/,Herjoo Online Solutions
2023-10-18 00:00:00+00:00,https://www.boatos.org/brasil/mensagens-preconceituosas-acusam-muculmanos-vistos-no-ceara-de-serem-membros-do-hamas.html,Boatos.org
2023-10-18 00:00:00+00:00,https://www.boatos.org/mundo/prefeitos-reino-unidos-sao-muculmanos-ha-provas-invasao-muculmana.html,Boatos.org
2023-10-18 00:00:00+00:00,https://www1.folha.uol.com.br/poder/2023/10/protesto-de-garimpeiros-na-bahia-nao-foi-motivado-por-falta-de-agua-nem-tem-relacao-com-governo-lula.shtml,Folha de S.Paulo
2023-10-16 00:00:00+00:00,https://www1.folha.uol.com.br/mundo/2023/10/brasil-doou-r-25-milhoes-a-autoridade-palestina-para-ajuda-humanitaria-e-nao-ao-hamas.shtml,Folha de S.Paulo
2023-10-18 00:00:00+00:00,https://factnameh.com/fa/fact-checks/2023-10-18-gaza-israel-conflict-civilian-victim,factnameh
2023-10-18 00:00:00+00:00,https://www.herjoo.co.za/holistic-seo-solutions/,Herjoo Online Solutions
2023-10-18 00:00:00+00:00,https://dpa-factchecking.com/germany/231018-99-607252,Deutsche Presse-Agentur
2023-10-18 00:00:00+00:00,https://dpa-factchecking.com/germany/231018-99-609648,dpa
2023-10-18 00:00:00+00:00,https://youturn.in/factcheck/turkish-video-is-shared-by-indu-makkal-katchi-as-israel-war.html,Youturn
2023-10-14 00:00:00+00:00,https://tahaqaq.ps/9623/,"المرصد الفلسطيني ""تحقق"""
2023-10-14 00:00:00+00:00,https://tahaqaq.ps/9630/,"المرصد الفلسطيني ""تحقق"""
2023-10-16 00:00:00+00:00,https://www.malayalam.factcrescendo.com/image-of-jewish-kids-victims-of-palastine-attack/,Factcrescendo
2023-10-18 00:00:00+00:00,https://www.logicallyfacts.com/en/fact-check/false-assamese-media-outlet-falsely-claims-indian-soldiers-in-israel-to-fight-against-hamas,Logically
2023-10-14 00:00:00+00:00,https://tahaqaq.ps/9634/,"المرصد الفلسطيني ""تحقق"""
2023-10-15 00:00:00+00:00,https://tahaqaq.ps/9643/,"المرصد الفلسطيني ""تحقق"""
2023-10-15 00:00:00+00:00,https://tahaqaq.ps/9633/,"المرصد الفلسطيني ""تحقق"
2023-10-15 00:00:00+00:00,https://tahaqaq.ps/9651/,"المرصد الفلسطيني ""تحقق"""
2023-10-14 00:00:00+00:00,https://tahaqaq.ps/9716/,"Palestinian Observatory platform ""Tahaqaq"""
2023-10-15 00:00:00+00:00,https://tahaqaq.ps/9654/,nan
2023-10-16 00:00:00+00:00,https://www.malayalam.factcrescendo.com/parody-account-tweet-mistaken-as-siraj-dedicating-victory-over-pak-to-israel/,Factcrescendo
2023-10-16 00:00:00+00:00,https://tahaqaq.ps/9673/,"المرصد الفلسطيني ""تحقق"""
2023-10-13 00:00:00+00:00,https://www.malayalam.factcrescendo.com/false-video-in-the-name-of-cristiano-ronaldo-claims-he-threw-microphone-of-israel-news-report-by-showing-solidarity-to-palestine/,Factcrescendo
2023-10-16 00:00:00+00:00,https://tahaqaq.ps/9677/,"المرصد الفلسطيني ""تحقق"""
2023-10-13 00:00:00+00:00,https://www.malayalam.factcrescendo.com/old-video-from-jordan-shared-as-palestinians-faking-death/,Factcrescendo
2023-10-13 00:00:00+00:00,https://www.malayalam.factcrescendo.com/decade-old-video-of-palastinian-kids-confronting-with-israeli-soldiers-passing-off-as-recent/,Factcrescendo
2023-10-17 00:00:00+00:00,https://tahaqaq.ps/9681/,"المرصد الفلسطيني ""تحقق"""
2023-10-17 00:00:00+00:00,https://tahaqaq.ps/9698/,"Palestinian Observatory platform ""Tahaqaq"""
2023-10-18 00:00:00+00:00,https://verafiles.org/articles/vera-files-fact-check-no-recent-hamas-threat-to-attack-ph,Vera Files
2023-10-17 00:00:00+00:00,https://akhbarmeter.org/topics/1784,akhbarmeter
2023-10-18 00:00:00+00:00,https://verafiles.org/articles/vera-files-fact-check-photos-of-dead-children-not-captured-during-israel-hamas-war,Vera Files
2023-10-18 00:00:00+00:00,https://youturn.in/factcheck/palestine-muslim-eqypt-border-wall.html,Youturn
2023-10-18 00:00:00+00:00,https://en.youturn.in/factcheck/no-the-list-of-17-people-who-came-under-the-attack-of-hamas-militants-belongs-to-nepal-not-india.html,Youturn
2023-10-17 00:00:00+00:00,https://factly.in/visuals-related-to-the-independence-day-parade-of-mexico-are-being-shared-attributing-them-to-the-ongoing-israel-palestine-conflict/,FACTLY
2023-10-17 00:00:00+00:00,https://factly.in/a-photo-of-a-protest-by-israelis-against-netanyahus-proposed-legal-reforms-in-early-2023-is-being-shared-with-misleading-claim/,FACTLY
2023-10-17 00:00:00+00:00,https://factly.in/video-showing-attendees-of-azerbaijan-army-swearing-in-ceremony-falsely-shared-as-exodus-from-gaza-strip/,FACTLY
2023-10-18 00:00:00+00:00,https://factly.in/unrelated-old-video-from-brazil-shared-as-the-recent-visuals-of-hamas-militants-forcing-israeli-citizens-to-offer-islamic-prayers/,FACTLY
2023-10-18 00:00:00+00:00,https://factly.in/no-cristiano-ronaldo-was-not-sentenced-to-99-lashes-for-hugging-a-painter-in-iran/,FACTLY
2023-10-19 00:00:00+00:00,https://factly.in/mohammed-siraj-and-rashid-khan-did-not-dedicate-their-victories-to-israel-in-solidarity/,FACTLY
2023-10-18 00:00:00+00:00,https://factly.in/an-old-video-of-lebanese-protesters-scaling-a-wall-at-the-lebanese-israeli-border-is-being-passed-off-as-a-recent-one/,FACTLY
2023-10-17 00:00:00+00:00,https://incr-edibles.co.uk/blog?journal_blog_post_id=15,Incr-edibles CBD Products
2023-10-17 00:00:00+00:00,https://factnameh.com/fa/fact-checks/2023-10-17-israel-white-phosphorus,factnameh
2023-10-14 00:00:00+00:00,https://assamese.factcrescendo.com/old-image-of-israel-pm-and-his-son-being-shared-as-recent/,Factcrescendo
2023-10-13 00:00:00+00:00,https://assamese.factcrescendo.com/old-unrelated-video-being-shared-as-ongoing-israel-palestine-war/,Factcrescendo
2023-10-12 00:00:00+00:00,https://assamese.factcrescendo.com/gaming-video-is-being-shared-as-the-recent-israel-palestine-war/,Factcrescendo
2023-10-11 00:00:00+00:00,https://assamese.factcrescendo.com/old-footage-being-shared-as-the-recent-israel-hamas-war/,Factcrescendo
2023-10-10 00:00:00+00:00,https://assamese.factcrescendo.com/old-image-from-gaza-strip-being-shared-as-recent-war-condition-in-israel/,Factcrescendo
2023-10-09 00:00:00+00:00,https://assamese.factcrescendo.com/old-unrealed-video-is-being-shared-as-from-sikkim/,Factcrescendo
2023-10-18 00:00:00+00:00,https://en.youturn.in/factcheck/the-video-claiming-egyptians-carrying-water-and-food-to-deliver-to-palestine-is-old-and-false.html,Youturn
2023-10-17 00:00:00+00:00,https://www.logicallyfacts.com/en/fact-check/misleading-video-of-march-2023-protest-against-israel-pm-netanyahu-shared-as-recent,Logically
2023-10-18 00:00:00+00:00,https://verafiles.org/articles/vera-files-fact-check-posers-of-power-mac-center-post-fake-ad-for-smartwatch,Vera Files
2023-10-17 00:00:00+00:00,https://www.logicallyfacts.com/en/fact-check/false-no-video-doesn-t-show-egyptians-entering-palestine-with-aid-for-people-of-gaza,Logically
2023-10-17 00:00:00+00:00,https://www.univision.com/noticias/video-misiles-ataque-aereo-eeuu-hamas-falso,El Detector / Univision Noticias
2023-10-17 00:00:00+00:00,https://www.univision.com/noticias/serrat-carta-palestinos-guerra-hamas-israel-falso,El Detector / Univision Noticias
2023-10-17 00:00:00+00:00,https://www.boatos.org/saude/drauzio-varella-lancou-aplicativo-cha-japones-emagrecer.html,Boatos.org
2023-10-17 00:00:00+00:00,https://www.boatos.org/mundo/5pai-abraca-se-despede-chorando-de-criancas-que-foram-amarradas-e-mortas-pelo-hamas.html,Boatos.org
2023-10-16 00:00:00+00:00,https://www.fastcheck.cl/2023/10/16/video-los-egipcios-cruzan-la-frontera-palestina-para-entregar-agua-alimentos-y-suministros-al-pueblo-de-gaza-falso/,Fast Check
2023-10-16 00:00:00+00:00,https://www.fastcheck.cl/2023/10/16/video-palestinos-cargando-el-cuerpo-de-un-nino-victima-de-israel-de-repente-suenan-las-sirenas-abandonan-el-cuerpo-y-resucita-falso/,Fast Check
2023-10-17 00:00:00+00:00,https://youturn.in/factcheck/udhayanidhi-writ-petition-sanatanam-annamalai.html,Youturn
2023-10-17 00:00:00+00:00,https://www.gezondheidenwetenschap.be/gezondheid-in-de-media/factcheck-voedingssupplementen-en-probiotica-maken-de-darmen-niet-gezonder,Gezondheid en wetenschap
2023-10-17 13:39:33.562000+00:00,https://decheckers.be/factchecks/factcheck-niet-gaza-vermoedelijk-wel-vuurwerk-na-voetbalwedstrijd-in-algerije,VRTNWS
2023-10-17 00:00:00+00:00,https://en.youturn.in/factcheck/indians-in-iraq-for-the-arabeen-walk-event-are-falsely-shared-as-palestines-escaping-israel.html,Youturn
2023-10-17 00:00:00+00:00,https://www.logicallyfacts.com/en/fact-check/false-old-video-from-china-falsely-attributed-to-ongoing-israel-hamas-war,Logically
2023-10-17 00:00:00+00:00,https://www.logicallyfacts.com/en/fact-check/false-old-video-of-gathering-at-al-aqsa-mosque-claims-to-depict-israel-hamas-war,Logically
2023-10-17 00:00:00+00:00,https://dpa-factchecking.com/netherlands/231017-99-593217,dpa
2023-10-17 00:00:00+00:00,https://www.logicallyfacts.com/en/fact-check/false-video-doesn-t-show-palestinians-learning-to-fake-injuries-amid-israel-hamas-war,Logically
2023-10-17 00:00:00+00:00,https://dpa-factchecking.com/belgium/231016-99-584082,dpa
2023-10-17 00:00:00+00:00,https://dpa-factchecking.com/germany/231011-99-525685,dpa
2023-10-17 00:00:00+00:00,https://en.youturn.in/factcheck/mohammed-sirajs-tweet-supporting-israel-is-fake.html,Youturn
2023-10-17 00:00:00+00:00,https://en.youturn.in/factcheck/this-video-doesnt-show-phosphorus-bombs-on-gaza-rather-its-from-the-russia-ukraine-war.html,Youturn
2023-10-17 00:00:00+00:00,https://youturn.in/factcheck/did-qatar-stop-gas-supply-in-support-of-palestine.html,Youturn
2023-10-14 00:00:00+00:00,"https://www.br.de/nachrichten/bayern/faktenfuchs-regionen-unterschiede-beeinflussten-hochrechnungen,TsYvi8r",BR24 #Faktenfuchs
2023-10-16 00:00:00+00:00,https://factnameh.com/fa/fact-checks/2023-10-16-israelis-celebrating,factnameh
2023-10-07 00:00:00+00:00,https://verafiles.org/articles/vera-files-fact-check-marcos-claim-that-cap-stabilized-rice-prices-has-no-basis,Vera Files
2023-10-17 00:00:00+00:00,https://www.boatos.org/brasil/motoristas-mais-de-65-anos-colocar-sinal-perigo-traseira-carro.html,Boatos.org
2023-10-16 00:00:00+00:00,https://www.logicallyfacts.com/en/fact-check/false-old-photo-from-syria-shared-as-children-killed-in-palestine-amid-israel-hamas-war,Logically
2023-10-16 00:00:00+00:00,https://www.univision.com/noticias/militares-israel-atrapados-hamas-falso,El Detector / Univision Noticias
2023-10-16 00:00:00+00:00,https://pa.media/blogs/fact-check/pro-palestinian-group-targets-bbc-headquarters-with-red-paint-in-blood-protest/,PA Media
2023-10-16 00:00:00+00:00,https://www.boatos.org/brasil/casal-esta-sequestrando-criancas-em-igrejas-de-sao-paulo.html,Boatos.org
2023-10-16 00:00:00+00:00,https://www.boatos.org/politica/alexandre-de-moraes-recebeu-triste-noticia-todos-acusados-pelo-8-janeiro-eram-inocentes.html,Boatos.org
2023-10-15 00:00:00+00:00,https://akhbarmeter.org/topics/1782,akhbarmeter
2023-10-16 00:00:00+00:00,https://akhbarmeter.org/topics/1781,akhbarmeter
